regions,Finess,typeEtab,ScoreAgrege,ClasseScoreAgrege,Chirurgie,RaisonSociale,CPA,Ambulatoire,Autodialyse exclusif,liso,liso_classe,bmr_classe,bmr,icalin2,icalin2_classe,icatb,icatb_classe,icsha2,icsha2_classe,sarm,sarm_classe,sarm_evolution,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_Raison Sociale,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_field_3,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_Num,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_TypeRue,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_NomRue,CodePostal,lat,long,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_field_13
Pays de la Loire,850000035,02-CH INF 300 LP,85.96,A,Oui,CH FONTENAY- LE- COMTE  SITE RABELAIS,0,0,0,100,A,C,72,78,A,82.5,A,99.8,A,0.29,B,0,,,,,,,,,
Pays de la Loire,850000043,04-HOPITAL LOCAL,58.39,B,Non,HOPITAL LOCAL ILE D'YEU,0,0,0,0,NC,D,44,45,E,47.5,B,350.4,A,0,NC,NC,,,,,,,,,
Pays de la Loire,850000076,04-HOPITAL LOCAL,75.37,A,Non,HOPITAL LOCAL ST-GILLES CROIX DE VIE,0,0,0,0,NC,B,76,62,C,73.75,A,111.9,A,0.03,A,0,,,,,,,,,
Pays de la Loire,850000084,02-CH INF 300 LP,67.02,C,Oui,CENTRE HOSPITALIER COTE DE LUMIERE,0,0,0,28,E,B,86,71,B,68.75,B,78.1,B,0.24,B,0,,,,,,,,,
Pays de la Loire,850000092,03-ETAB. PSY,61.82,B,Non,CENTRE HOSPITALIER G. MAZURELLE,0,0,0,0,NC,B,68,54.5,C,36.25,C,97,A,0,NC,NC,,,,,,,,,
Pays de la Loire,850000100,07-SSR-SLD,55.23,C,Non,USLD HOPITAL LOCAL NOIRMOUTIER,0,0,0,0,NC,D,52,64,B,0,E,96.8,A,0,NC,NC,,,,,,,,,
Pays de la Loire,850000118,05-CL SUP 100 LP,87.27,A,Oui,CLINIQUE SAINT CHARLES,0,0,0,96,A,D,68,93,A,100,A,67.6,B,0.09,A,1,CLINIQUE SAINT CHARLES,CLINIQUE SAINT CHARLES,11,BD,RENE LEVESQUE,85016 LA ROCHE SUR YON CEDEX,-1.4154131000000234,46.6582512,
Pays de la Loire,850000126,05-CL INF 100 LP,80.06,B,Oui,CLINIQUE SUD VENDEE,0,0,0,90,A,C,68,74,C,80,A,89.3,A,0,NC,NC,CLINIQUE SUD VENDEE,CLINIQUE SUD VENDEE,,R,DU DOCTEUR FLEURANCE,85204 FONTENAY LE COMTE CEDEX,-0.8258128999999599,46.4659793,
Pays de la Loire,850000134,05-CL INF 100 LP,87.67,A,Oui,CLINIQUE CHIRURGICALE PORTE OCEANE,0,0,0,89,A,C,76,92,A,85,A,87.6,A,0,NC,NC,CLINIQUE CHIRURGICALE PORTE OCEANE,CLINIQUE CHIRURGICALE PORTE OCEANE,,R,JACQUES MONOD,85340 OLONNE SUR MER,-1.751064499999984,46.5156638,
Pays de la Loire,850000357,07-SSR-SLD,72.3,B,Non,CTRE READAPTATION VILLA NOTRE DAME,0,0,0,0,NC,B,76,67,B,83.75,A,68.2,B,0,NC,NC,CTRE READAPTATION VILLA NOTRE DAME,CENTRE DE READAPTATION FONCTIONNELLE VILLA NOTRE DAME,45,AV,NOTRE DAME,85800 ST GILLES CROIX DE VIE,-1.9412906999999677,46.69216429999999,
Pays de la Loire,850000399,07-SSR-SLD,83.75,A,Non,CENTRE NATIONAL GERIATRIQUE,0,0,0,0,NC,B,78,82,A,95,A,78.5,B,0.07,A,0,CENTRE SSR  DE LA CHIMOTAIE,CENTRE SSR DE LA CHIMOTAIE,,,LA CHIMOTAIE,85610 CUGAND,-1.2533429999999726,47.065508,
Pays de la Loire,850002130,07-SSR-SLD,45.5,NA,Non,CENTRE LES METIVES - LA ROCHE SUR YON,1,0,0,0,NC,NC,0,45.5,D,0,NC,0,NC,0,NC,NC,CENTRE LES  METIVES LA ROCHE SUR YON,CTRE SOINS DE SUITE ET READAPT. EN ADDICTOLOGIE LES METIVES,2,R,VICTOR HUGO,85003 LA ROCHE SUR YON CEDEX,-1.4258171000000175,46.6713972,
Pays de la Loire,850002395,07-SSR-SLD,76.1,A,Non,MAISON CONVALESCENCE MARIE NOEL,0,0,0,0,NC,C,68,87,A,95,A,42.3,C,0,NC,NC,CLINIQUE ST CHARLES - SITE DES ESSARTS,CLINIQUE SAINT CHARLES - SITE DES ESSARTS,5,R,DE LA GROTTE,85140 LES ESSARTS,-1.2334121000000096,46.7709152,
Pays de la Loire,850002403,07-SSR-SLD,62.25,B,Non,CTRE MEDECINE PHYSIQUE ET READAPTATION,0,0,0,0,NC,C,68,60.5,C,52.5,B,72.1,B,0.04,A,0,CENTRE DE MPR LE CLOUSIS,CENTRE DE MEDECINE PHYSIQUE ET READAPTATION - CROIX ROUGE,1,R,HENRI DUNANT,85167 ST JEAN DE MONTS CEDEX,-2.0331178999999793,46.7925606,
Pays de la Loire,850005224,07-SSR-SLD,38.5,NA,Non,CENTRE LES METIVES - LES SABLES D'OLONNE,1,0,0,0,NC,NC,0,38.5,E,0,NC,0,NC,0,NC,NC,CENTRE LES MÉTIVES LES SABLES D'OLONNE,CTRE LES MÉTIVES CTRE SOINS SUITE READAPTATION ADDICTOLOGIE,44,BD,PASTEUR,85119 LES SABLES D OLONNE CEDEX,-1.7681921999999304,46.4921034,
Pays de la Loire,850006008,09-HAD,74.94,A,Non,HOPITAL A DOMICILE DE VENDEE,0,0,0,0,NC,A,70,67.5,B,0,NC,90.3,A,0,NC,NC,HOPITAL A DOMICILE DE VENDEE,HOPITAL A DOMICILE DE VENDEE,,BD,STEPHANE MOREAU,85000 LA ROCHE SUR YON,-1.4106077999999798,46.664977,
Pays de la Loire,850009010,02-CH SUP 300 LP,80.08,B,Oui,CENTRE HOSPITALIER-SITE DE  CHALLANS,0,0,0,69,D,D,76,77.5,B,75,B,132.7,A,0.06,A,1,,,,,,,,,
Pays de la Loire,850011453,04-HOPITAL LOCAL,54.63,C,Non,HOPITAL DES COLLINES VENDEENNES,0,0,0,0,NC,C,56,44.5,E,26.25,C,129.3,A,0.13,B,0,,,,,,,,,
Pays de la Loire,850020280,04-HOPITAL LOCAL,96.11,A,Non,USLD HOPITAL LOCAL MORTAGNE S SEVRE,0,0,0,0,NC,A,100,90.5,A,100,A,110.7,A,0,NC,NC,,,,,,,,,
Picardie,20000022,02-CH INF 300 LP,69.51,B,Non,CH GUISE,0,0,0,0,NC,D,54,74.5,B,71.25,B,67,B,0.71,D,0,,,,,,,,,
Picardie,20000048,02-CH INF 300 LP,79.44,B,Non,CH LA FERE,0,0,0,0,NC,D,54,75.5,B,78.75,A,204.9,A,0,NC,NC,,,,,,,,,
Picardie,20000055,02-CH INF 300 LP,77,B,Non,CH NOUVION EN THIERACHE,0,0,0,0,NC,A,92,62,D,72.5,B,132.8,A,0,NC,NC,,,,,,,,,
Picardie,20000063,02-CH SUP 300 LP,89.48,A,Oui,CH SAINT-QUENTIN,0,0,0,95,A,C,84,97,A,85,A,79.4,B,0.43,B,1,,,,,,,,,
Picardie,20000071,02-CH INF 300 LP,32.01,E,Non,CENTRE HOSPITALIER DE VERVINS,0,0,0,0,NC,D,52,35,E,25,D,23.6,D,0,NC,NC,,,,,,,,,
Picardie,20000253,02-CH SUP 300 LP,82.08,B,Oui,CH LAON,0,0,0,95,A,B,88,75.5,C,82.5,B,80.5,A,0.46,C,1,,,,,,,,,
Picardie,20000261,02-CH SUP 300 LP,81.14,B,Oui,CENTRE HOSPITALIER DE SOISSONS,0,0,0,79,B,B,92,85.5,A,92.5,A,58.3,C,0.46,C,0,,,,,,,,,
Picardie,20000287,02-CH SUP 300 LP,66.83,C,Oui,CH CHAUNY,0,0,0,79,B,D,70,58.5,E,37.5,D,111,A,0.87,D,1,,,,,,,,,
Picardie,20000295,03-ETAB. PSY,70.26,B,Non,ETS PUB SANTE MENTALE DE L AISNE,0,0,0,0,NC,B,76,55,C,72.5,A,91.7,A,0,NC,NC,,,,,,,,,
Picardie,20000303,07-SSR-SLD,82,A,Non,LA RENAISSANCE SANITAIRE,0,0,0,0,NC,B,84,66.5,B,90,A,137.8,A,1.02,E,1,LA RENAISSANCE SANITAIRE,,1,R,VICTOR ET LOUISE MONTFORT,02310 VILLIERS ST DENIS,3.2682168000000047,48.9988559,
Picardie,20000311,05-CL INF 100 LP,82.95,A,Oui,CLINIQUE SAINT-MARTIN ,0,0,0,76,C,B,86,77,B,80,A,412.3,A,0,D,D,,,,,,,,,
Picardie,20000360,05-CL INF 100 LP,74.39,B,Oui,CLINIQUE SAINT CHRISTOPHE COURLANCY,0,0,0,84,B,B,86,67.5,D,80,A,67.8,B,0,NC,NC,CLINIQUE COURLANCY SOISSONS,,30,R,DE LA VICTOIRE,02200 SOISSONS,3.3132650000000012,49.3776382,
Picardie,20000386,03-ETAB. PSY,58.41,C,Non,CLINIQUE LA ROSERAIE,0,0,0,0,NC,D,28,57.5,C,68.75,B,65.2,B,0,NC,NC,CLINIQUE DE LA ROSERAIE,,6,ALL,OLIVIER MESSIAEN,02200 SOISSONS,3.316435100000035,49.375476,
Picardie,20002085,07-SSR-SLD,50.09,C,Non,MAISON DE SANTE DE BOHAIN,0,0,0,0,NC,D,46,50.5,D,58.75,B,42.8,C,0,NC,NC,,,,,,,,,
Picardie,20003620,07-SSR-SLD,70.56,B,Non,CRF JACQUES FICHEUX SAINT-GOBAIN,0,0,0,0,NC,C,68,76.5,A,83.75,A,48.3,C,0.34,C,1,,,,,,,,,
Picardie,20004156,03-ETAB. PSY,70.26,B,Non,CLINIQUE SAINTE MONIQUE SAINTE MARIE,0,0,0,0,NC,C,54,78.5,A,66.25,B,68.2,B,0,NC,NC,CLINIQUE TEMPS DE VIE SAINT-QUENTIN,,4,R,PAUL DOUMER,02100 ST QUENTIN,3.2879356999999345,49.8500929,
Picardie,20004297,09-HAD,36.4,D,Non,ASSOCIATION ANNE MORGAN A SOISSONS,0,0,0,0,NC,E,0,10,E,0,NC,121.7,A,0,NC,NC,HAD AMSAM SOISSONS,,31,R,ANNE MORGAN,02203 SOISSONS CEDEX,3.3208669000000555,49.3725307,
Picardie,20004404,02-CH INF 300 LP,65.6,C,Oui,CENTRE HOSPITALIER DE CHATEAU-THIERRY,0,0,0,71,C,E,24,53,E,70,B,100.6,A,1.15,E,0,,,,,,,,,
Picardie,20004495,02-CH INF 300 LP,87.13,A,Non,CH HIRSON,0,0,0,0,NC,B,84,87,A,80,A,96.1,A,0,NC,NC,,,,,,,,,
Picardie,20010047,05-CL SUP 100 LP,83.15,B,Oui,POLYCLINIQUE SAINT CLAUDE,0,0,0,95,A,B,92,88,A,80,A,64.5,B,0.45,C,1,POLYCLINIQUE SAINT CLAUDE,,1,BD,DU DOCTEUR SCHWEITZER,02109 ST QUENTIN CEDEX,3.2879356999999345,49.8500929,
Picardie,20010310,07-SSR-SLD,47.5,NA,Non,CENTRE DE SOINS AURORE,1,0,0,0,NC,NC,0,47.5,D,0,NC,0,NC,0,NC,NC,SSR AURORE BUCY-LE-LONG,,2,R,DUTOUR DE NOIRFOSSE,02880 BUCY LE LONG,3.3925868000000037,49.39261639999999,
Picardie,20010898,09-HAD,46.07,C,Non,HAD CRF CHAUNY,0,0,0,0,NC,E,0,48,C,0,NC,65,B,0,NC,NC,HAD CRF CHAUNY,,4,R,FERDINAND BUISSON,02300 CHAUNY,3.223795399999972,49.6118147,
Picardie,20011698,09-HAD,44.64,C,Non,FEDERATION ADMR DE LAON,0,0,0,0,NC,D,12,40,D,0,NC,68.5,B,0,NC,NC,HAD AMSAM LAON,,2,AV,JEAN MONNET,02000 LAON,3.605984000000035,49.5530301,
Picardie,20014767,09-HAD,53.95,B,Non,SERVICE HOSPITALISATION A DOMICILE,0,0,0,0,NC,E,0,42.5,C,0,NC,118.4,A,0,NC,NC,HAD TEMPS DE VIE SAINT-QUENTIN,,4,R,PAUL DOUMER,02100 ST QUENTIN,3.2879356999999345,49.8500929,
Picardie,600003008,09-HAD,49.84,C,Non,SERVICE HOSPITALISATION A DOMICILE,0,0,0,0,NC,C,36,56,B,0,NC,45.8,C,0,NC,NC,SERVICE HOSPITALISATION A DOMICILE,,106,R,FAIDHERBE,60180 NOGENT SUR OISE,2.454513499999962,49.2855236,
Picardie,600008643,05-CL INF 100 LP,84,A,Non,SARL AMBOISE,0,1,0,0,NC,NC,0,75,B,0,NC,147.2,A,0,NC,NC,SARL AMBOISE,,16,R,DESPINAS,60100 CREIL,2.4689315000000533,49.2622598,
Picardie,600009054,03-ETAB. PSY,71.48,B,Non,CLINIQUE EUGENIE,0,0,0,0,NC,B,68,66,A,75,A,79.3,B,0,NC,NC,CLINIQUE EUGENIE,,1,SEN,DES DEMOISELLES,60350 PIERREFONDS,,,
Picardie,600009393,03-ETAB. PSY,66,NA,Non,EPSM - LA NOUVELLE FORGE,0,1,0,0,NC,NC,0,66,A,0,NC,0,NC,0,NC,NC,CHS NOUVELLE FORGE CREIL,,2,AV,DE L'EUROPE,60100 CREIL,2.482247099999995,49.2693709,
Picardie,600100028,03-ETAB. PSY,55.92,C,Non,CHI CLERMONT,0,0,0,0,NC,B,72,45.5,D,72.5,A,49.3,C,0,NC,NC,,,,,,,,,
Picardie,600100085,04-HOPITAL LOCAL,67.16,B,Non,HOPITAL LOCAL DE CREPY EN VALOIS,0,0,0,0,NC,D,38,58,C,77.5,A,87.7,A,0,NC,NC,,,,,,,,,
Picardie,600100101,07-SSR-SLD,86.54,A,Non,CH AP-HP LIANCOURT,0,0,0,0,NC,A,92,80,A,100,A,81.7,A,0.59,D,0,CH AP-HP LIANCOURT,,,,,60332 LIANCOURT CEDEX,2.5050767999999835,49.3661495,
Picardie,600100127,02-CH INF 300 LP,83.18,A,Non,CH PONT-SAINTE-MAXENCE,0,0,0,0,NC,B,76,66,C,100,A,103.2,A,0,NC,NC,,,,,,,,,
Picardie,600100135,02-CH SUP 300 LP,74.49,B,Oui,CH GHPSO SENLIS,0,0,0,62,E,B,92,65.5,D,95,A,70.3,B,0.7,C,0,,,,,,,,,
Picardie,600100168,02-CH INF 300 LP,53.66,D,Oui,CMC DES JOCKEYS DE CHANTILLY,0,0,0,38,E,E,32,39.5,E,61.25,B,93.4,A,0,NC,NC,CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS,,12,AV,DU GÉNÉRAL LECLERC,60270 GOUVIEUX,2.4556597000000693,49.1797152,
Picardie,600100176,05-CL INF 100 LP,74.3,B,Oui,POLYCLINIQUE SAINT JOSEPH,0,0,0,72,C,C,68,72,C,57.5,C,171.9,A,0,D,D,CENTRE DE SOINS DU VALOIS,,46,AV,PAUL ROUGÉ,60300 SENLIS,2.571877699999959,49.1965659,
Picardie,600100184,07-SSR-SLD,68.93,B,Non,CLINIQUE DU VALOIS,0,0,0,0,NC,A,100,68,B,62.5,B,61.1,B,0,NC,NC,CLINIQUE DU VALOIS,,46,AV,PAUL ROUGÉ,60300 SENLIS,2.571877699999959,49.1965659,
Picardie,600100275,07-SSR-SLD,81.97,A,Non,MAISON CONV SPEC CHATEAU DU TILLET,0,0,0,0,NC,B,78,72.5,A,87.5,A,95,A,1.15,E,-1,SSR BTP CIRES-LÉS-MELLO,,,,GRANDE RUE,60660 CIRES LES MELLO,,,
Picardie,600100283,07-SSR-SLD,69.8,B,Non,CENTRE DE READAPTATION A-DE ROTHSCHILD,0,0,0,0,NC,D,44,68.5,B,83.75,A,71.3,B,0.17,C,NC,SSR ROTHSCHILD CHANTILLY,,20,R,VICTOR HUGO,60500 CHANTILLY,2.4583545000000413,49.1881709,
Picardie,600100291,07-SSR-SLD,32.64,D,Non,MAIS REP ET CONV LE CHATEAU,0,0,0,0,NC,D,44,36,E,10,D,43.6,C,0,NC,NC,SSR CLINEA BRÉGY,,1,R,SAINT GERMAIN,60440 BREGY,2.8649239999999736,49.0815052,
Picardie,600100309,07-SSR-SLD,63.33,B,Non,CENTRE MEDECINE PHYSIQUE BOIS LARRIS,0,0,0,0,NC,C,60,66.5,B,58.75,B,64.1,B,0,NC,NC,SSR CRF LAMORLAYE,,,AV,JACQUELINE MALLET,60260 LAMORLAYE,2.4531839999999647,49.1612596,
Picardie,600100572,02-CH INF 300 LP,74.47,B,Non,CENTRE HOSPITALIER BERTINOT JUEL,0,0,0,0,NC,B,84,60,D,85,A,84.3,A,0.29,B,0,,,,,,,,,
Picardie,600100580,07-SSR-SLD,83,A,Non,HÔPITAL LOCAL DE CREVECOEUR-LE-GRAND,0,0,0,0,NC,A,100,82.5,A,100,A,58.2,C,0,D,D,,,,,,,,,
Picardie,600100648,02-CH INF 300 LP,79.85,A,Oui,CH CLERMONT,0,0,0,65,D,D,62,82,A,77.5,A,98.5,A,0.3,B,1,,,,,,,,,
Picardie,600100671,07-SSR-SLD,63.58,B,Non,CRF LE BELLOY,0,0,0,0,NC,B,84,55.5,C,56.25,B,74.6,B,0.42,D,1,SSR BTP SAINT-OMER-EN-CHAUSSÉE,,51,R,LE BELLOY,60860 ST OMER EN CHAUSSEE,1.984715499999993,49.5323165,
Picardie,600100713,02-CH SUP 300 LP,90.45,A,Oui,CH BEAUVAIS,0,0,0,93,A,B,92,78,B,100,A,106.4,A,0.54,C,0,,,,,,,,,
Picardie,600100721,02-CH SUP 300 LP,91.1,A,Oui,CENTRE HOSPITALIER DE COMPIEGNE,0,0,0,81,B,B,92,85,A,100,A,100.3,A,0.39,B,1,,,,,,,,,
Picardie,600100754,05-CL SUP 100 LP,79.3,B,Oui,POLYCLINIQUE SAINT COME,0,0,0,79,C,E,54,73,C,82.5,A,102.4,A,0.49,C,1,POLYCLINIQUE SAINT CÉME,,7,R,JEAN-JACQUES BERNARD,60204 COMPIEGNE CEDEX,2.826144999999997,49.41781599999999,
Picardie,600100770,07-SSR-SLD,43.59,C,Non,FRATERNITE DE L'HERMITAGE,0,0,0,0,NC,C,62,55.5,C,0,E,57,C,0,NC,NC,,,,,,,,,
Picardie,600100796,07-SSR-SLD,57.45,C,Non,CRF BELLAN CHAUMONT-EN-VEXIN,0,0,0,0,NC,E,34,51.5,D,68.75,B,68.5,B,0,NC,NC,SSR BELLAN CHAUMONT-EN-VEXIN,,7,R,RAYMOND PILLON,60240 CHAUMONT EN VEXIN,1.8829451999999947,49.2594871,
Picardie,600100861,07-SSR-SLD,47.05,C,Non,MAISON DE CONVALESCENCE L OASIS,0,0,0,0,NC,D,46,43.5,E,56.25,B,44.6,C,0,NC,NC,SSR LNA BRETEUIL,,32,R,DE PARIS,60120 BRETEUIL,2.298531099999991,49.6313366,
Picardie,600100986,02-CH INF 300 LP,76.48,B,Oui,CH NOYON,0,0,0,75,C,B,78,65.5,C,72.5,B,120.1,A,0.61,C,0,,,,,,,,,
Picardie,600101679,07-SSR-SLD,57.5,C,Non,CRF SAINT LAZARE,0,0,0,0,NC,E,36,46,D,66.25,B,79.8,B,0,NC,NC,SSR UGECAM BEAUVAIS,,14,R,PIERRE ET MARIE CURIE,60000 BEAUVAIS,2.1138043999999354,49.41159080000001,
Picardie,600101687,07-SSR-SLD,74.36,B,Non,CTRE GERIATRIE ACCUEIL SPECIALISE,0,0,0,0,NC,A,94,73.5,A,62.5,B,77.7,B,0,NC,NC,SSR CGAS GOUVIEUX,,,CHE,DE LA CHAUSSÉE,60270 GOUVIEUX,2.4304027000000588,49.189102,
Picardie,600101943,07-SSR-SLD,61.41,B,Non,CRC BELLAN TRACY-LE-MONT,0,0,0,0,NC,C,62,79,A,63.75,B,28.1,D,0,NC,NC,SSR BELLAN TRACY-LE-MONT,,38,R,DE CHOISY,60170 TRACY LE MONT,2.9909837000000152,49.4792068,
Picardie,600101984,02-CH SUP 300 LP,88.09,A,Oui,CH GHPSO CREIL,0,0,0,90,A,A,94,83,A,100,A,80.7,A,0.92,D,-1,,,,,,,,,
Picardie,600105381,07-SSR-SLD,77.82,A,Non,USLD CONDE,0,0,0,0,NC,A,100,80,A,75,A,65.5,B,0,D,D,USLD CONDÉ CHANTILLY,,1,PL,MAURICE VERSEPUY,60500 CHANTILLY,2.463294399999995,49.1929291,
Picardie,600108948,04-HOPITAL LOCAL,52.21,C,Non,HOPITAL LOCAL DE GRANDVILLIERS,0,0,0,0,NC,E,20,57,C,37.5,B,75,B,0,NC,NC,,,,,,,,,
Picardie,600110175,05-CL SUP 100 LP,81.79,B,Oui,CLINIQUE DU PARC SAINT-LAZARE,0,0,0,92,A,C,84,87.5,A,77.5,B,67.3,B,0,D,D,CLINIQUE DU PARC SAINT-LAZARE,,1,AV,JEAN ROSTAND,60000 BEAUVAIS,2.0984476999999515,49.4155689,
Picardie,600111124,07-SSR-SLD,86.34,A,Non,CENTRE GERIATRIQUE CONDE,0,0,0,0,NC,A,100,81,A,75,A,154.8,A,0,NC,NC,SSR CONDÉ CHANTILLY,,,PL,MAURICE VERSEPUY,60500 CHANTILLY,2.463294399999995,49.1929291,
Picardie,800000028,02-CH SUP 300 LP,79.54,B,Oui,CH ABBEVILLE,0,0,0,93,A,D,76,77,B,82.5,B,72.7,B,0.48,C,1,,,,,,,,,
Picardie,800000036,02-CH INF 300 LP,72.17,B,Non,CENTRE HOSPITALIER D'ALBERT,0,0,0,0,NC,E,32,68.5,C,71.25,B,110.6,A,0,NC,NC,,,,,,,,,
Picardie,800000044,01-CHR-CHU,89.98,A,Oui,CHU AMIENS NORD,0,0,0,67,D,D,72,93.5,A,100,A,128.4,A,0.99,E,1,,,,,,,,,
Picardie,800000051,07-SSR-SLD,68.3,B,Non,CH CORBIE,0,0,0,0,NC,D,44,53,D,87.5,A,88.2,A,0.82,E,0,,,,,,,,,
Picardie,800000069,02-CH INF 300 LP,71.36,B,Non,CH DOULLENS,0,0,0,0,NC,D,52,65,C,85,A,78.7,B,1.41,E,1,,,,,,,,,
Picardie,800000077,02-CH INF 300 LP,89.26,A,Non,CH HAM,0,0,0,0,NC,A,92,79,A,95,A,109.7,A,0,NC,NC,,,,,,,,,
Picardie,800000085,02-CH INF 300 LP,66.46,C,Non,CH MONTDIDIER,0,0,0,0,NC,D,48,63.5,D,47.5,C,104.3,A,1.64,E,-1,,,,,,,,,
Picardie,800000093,02-CH INF 300 LP,83.9,A,Oui,CH PERONNE,0,0,0,74,C,B,86,77,B,86.25,A,108.1,A,0.47,C,-1,,,,,,,,,
Picardie,800000101,07-SSR-SLD,66.95,B,Non,CENTRE HOSPITALIER DE ROYE,0,0,0,0,NC,A,92,64,B,26.25,C,143.9,A,0,NC,NC,,,,,,,,,
Picardie,800000119,03-ETAB. PSY,44.67,C,Non,CENTRE HOSPITALIER SPECIALISE P PINEL,0,0,0,0,NC,E,24,40.5,E,38.75,C,68.4,B,0,NC,NC,,,,,,,,,
Picardie,800000127,04-HOPITAL LOCAL,35.44,D,Non,USLD HL RUE,0,0,0,0,NC,D,38,40.5,E,26.25,C,34.5,D,0,NC,NC,,,,,,,,,
Picardie,800000135,04-HOPITAL LOCAL,36.99,D,Non,HOPITAL LOCAL DE ST-VALERY-SUR-SOMME,0,0,0,0,NC,E,18,39,E,26.25,C,53.9,C,0.15,C,0,,,,,,,,,
Picardie,800000150,07-SSR-SLD,58.13,C,Non,ETABLISSEMENT DU VAL D ANCRE,0,0,0,0,NC,E,28,75,A,42.5,C,59.7,C,0,NC,NC,SSR PCP ALBERT,,86,AV,DE LA RÉPUBLIQUE,80300 ALBERT,2.656833600000027,50.0031527,
Picardie,800000523,09-HAD,56.98,B,Non,SOINS SERVICE,0,0,0,0,NC,D,4,47,C,0,NC,174.1,A,0,NC,NC,HAD ASS BOVES,,4,R,DE L'ÎLE MYSTÉRIEUSE,80440 BOVES,2.363346800000045,49.8670963,
Picardie,800002503,05-CL SUP 100 LP,69.9,C,Oui,SA CLINIQUE SAINTE ISABELLE,0,0,0,69,D,C,78,73,C,62.5,C,68.5,B,0,NC,NC,SA CLINIQUE SAINTE ISABELLE,,236,RTE,D'AMIENS,80100 ABBEVILLE,1.8605823999999984,50.0987265,
Picardie,800008989,07-SSR-SLD,65.26,B,Non,CLINIQUE DU VAL D'AQUENNES,0,0,0,0,NC,B,78,84,A,47.5,C,43.8,C,0,NC,NC,SSR AQUENNES VILLERS-BRETONNEUX,,,CHE,DU BOIS,80800 VILLERS BRETONNEUX,,,
Picardie,800009466,05-CL SUP 100 LP,75.82,B,Oui,POLYCLINIQUE DE PICARDIE,0,0,0,70,D,C,76,90.5,A,57.5,C,72.7,B,0.97,E,0,POLYCLINIQUE DE PICARDIE,,49,R,ALEXANDRE DUMAS,80094 AMIENS CEDEX 3,2.2969067000000223,49.8710026,
Picardie,800009920,05-CL SUP 100 LP,87.59,A,Oui,GROUPE SANTE VICTOR PAUCHET,0,0,0,85,B,A,100,88.5,A,100,A,69.3,B,0.55,D,-1,GROUPE SANTÉ VICTOR PAUCHET,,2,AV,D'IRLANDE,80094 AMIENS CEDEX 3,2.2954004000000623,49.8714132,
Picardie,800012528,07-SSR-SLD,79.05,A,Non,CENTRE DES TROIS VALLEES,0,0,0,0,NC,A,100,97.5,A,95,A,20.2,D,0,D,D,SSR PAUCHET CORBIE,,37,R,GAMBETTA,80800 CORBIE,2.515933000000018,49.9155759,
Picardie,800013179,05-CL INF 100 LP,61.63,C,Non,S A S CLINIQUE DE L EUROPE,0,0,0,0,NC,D,52,57,E,76.25,B,60,B,0,NC,NC,CLINIQUE DE L'EUROPE,,5,ALL,DES PAYS BAS,80000 AMIENS,2.2951539000000594,49.87024299999999,
Picardie,800015729,05-CL INF 100 LP,76.26,B,Non,SAS DE CARDIOLOGIES ET URGENCES,0,0,0,0,NC,A,94,79,B,100,A,38.7,D,0,NC,NC,SAS DE CARDIOLOGIES ET URGENCES,,5,ALL,DES PAYS BAS,80090 AMIENS,2.2951539000000594,49.87024299999999,
Picardie,800016727,07-SSR-SLD,93.81,A,Non,SOINS DE SUITE POLYVALENTS PAUCHET,0,0,0,0,NC,A,100,91.5,A,95,A,93.5,A,0,NC,NC,SSR PAUCHET AMIENS,,54,R,ALBÉRIC DE CALONNE,80000 AMIENS,2.302308000000039,49.8850564,
Picardie,800016768,09-HAD,72.28,A,Non,HOSPITALISATION A DOMICILE PAUCHET,0,0,0,0,NC,B,52,62,B,0,NC,149.7,A,0,NC,NC,HAD PAUCHET MONTDIDIER,,23,R,AMAND DE VIENNE,80500 MONTDIDIER,2.5724155000000337,49.6478846,
Poitou-Charentes,160000121,04-HOPITAL LOCAL,70.46,B,Non,HOP LOCAL ET CTRE HEBERG ROCHEFOUCAULD,0,0,0,0,NC,C,60,59,C,66.25,A,116,A,0.19,C,0,,,,,,,,,
Poitou-Charentes,160000170,05-CL SUP 100 LP,100,A,Oui,CLINIQUE SAINT-JOSEPH - ANGOULEME,0,0,0,100,A,A,100,100,A,100,A,121,A,0,NC,NC,CLINIQUE SAINT-JOSEPH - ANGOULEME,,51,AV,DU PDT WILSON,16021 ANGOULEME CEDEX,0.1471304000000373,45.64970539999999,
Poitou-Charentes,160000279,05-CL INF 100 LP,92.63,A,Oui,CLINIQUE DE COGNAC,0,0,0,95,A,A,100,90.5,A,90,A,93.5,A,0,NC,NC,CLINIQUE DE COGNAC,,71,AV,D'ANGOULEME,16112 COGNAC CEDEX,,,
Poitou-Charentes,160000451,02-CH SUP 300 LP,76.25,B,Oui,CENTRE HOSPITALIER D'ANGOULEME,0,0,0,75,C,E,60,65,D,81.25,B,109.4,A,0.49,C,0,,,,,,,,,
